filename,Artistic Categories,Total aesthetic score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood,Language Comment,classicism,floral and avian,freehand,landscapes,meticulous,mountains and water,oil painting,portraiture,romanticism,sketching,still life,symbolism,traditional Chinese painting,Total Score,Avg Score,generated_filename,Description
79791841bdfb4bba835205b272ef915d.jpg,"oil painting, romanticism, portraiture",56.314592361450195,5.720280170440674,5.487152099609375,5.46810245513916,4.063758373260498,,4.0587477684021,5.364922046661377,5.349116802215576,5.385067462921143,5.277532577514648,"The theme is unclear, the overall color scheme is melancholic, not sunny enough, and the portrayal techniques are immature.",0,0,0,0,0,0,1,1,1,0,0,0,0,22.71,2.523333333333333,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_11.jpg,"This image appears to be an abstract painting. It features a variety of colors and shapes, including a prominent use of blue, red, yellow, and green. The composition seems to depict a scene with a figure in the center, possibly a person, surrounded by other shapes and forms. The background includes a window or doorway, and there are various geometric shapes and lines that add to the complexity of the scene. The painting has a dynamic and somewhat chaotic feel to it, with bold brushstrokes and a mix of different textures."
6d72c38af004464d86b15e0fea83b74a.jpg,"sketching, classicism, portraiture",45.876755714416504,4.891758918762207,5.773523330688477,4.777319431304932,5.272158622741699,,4.490480899810791,6.186739444732666,3.9536664485931396,4.994021415710449,4.283014297485352,"The composition is good and the perspective is accurate, but there is a lack of detailed depiction and light and shadow representation",1,0,0,0,0,0,0,1,0,1,0,0,0,21.83,2.4255555555555555,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_12.jpg,"This image is a pencil sketch of a person sitting on a chair. The person is wearing a long-sleeved shirt and pants, and they appear to be holding a book or a magazine in their hands. The sketch is detailed, showing the folds in the clothing and the texture of the chair. There is also a small table or stool next to the person, with a hat placed on it. The drawing is signed with the initials ""LB"" in red ink at the bottom right corner."
9c9513a88bf14a71ac049df00514e1d7.jpg,"traditional Chinese painting, freehand, mountains and water",58.49245548248291,6.421708106994629,5.958054065704346,5.205750465393066,5.691972732543945,,6.304632663726807,5.90005350112915,5.350533485412598,6.142370700836182,5.851675987243652,,0,0,1,0,0,1,0,0,0,0,0,0,1,21.49,2.387777777777778,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_13.jpg,"This image is a traditional Chinese ink and watercolor painting. It depicts a serene landscape with mountains, trees, and a small house. The top part of the painting shows a mountain range with a few trees scattered around. The bottom part features a small house with a tree that has pink blossoms, likely a cherry blossom tree, and other trees with green foliage. The painting has a peaceful and natural feel, with soft brush strokes and a harmonious color palette. There are also some Chinese characters written on the left side of the painting."
fc47b1c5cac04884aab2bf1d099566bf.jpg,"sketching, classicism, portraiture",62.342514991760254,5.484547138214111,6.293124198913574,5.597186088562012,6.016415119171143,,5.316559314727783,4.73996114730835,6.089348316192627,5.622935771942139,5.020046710968018,"The portrayal of characters in the screen is complete, with inaccurate facial features, lack of light and shadow depiction, and insufficient details.",1,0,0,0,0,0,0,1,0,1,0,0,0,19.34,2.148888888888889,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_14.jpg,"This image is a pencil sketch of a person's head and shoulders. The drawing appears to be a portrait, with detailed shading and hatching techniques used to create depth and texture. The person is wearing a hat, and the clothing is also detailed with various lines and patterns. The sketch is done on a white sheet of paper."
57ae67ce016c4838a83200ff812630a3.jpg,"sketching, romanticism, portraiture",66.40706062316895,6.365297317504883,5.595470905303955,6.178686141967773,6.60274076461792,,6.334383487701416,6.280574798583984,6.180763244628906,6.549442291259766,5.999143600463867,"A regular avatar without any creative elements. The depiction and depth are relatively simple, and the ears are not painted, which is very incomplete.",0,0,0,0,0,0,0,1,1,1,0,0,0,21.18,2.353333333333333,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_15.jpg,"This image is a pencil sketch of a person's head and shoulders. The drawing is detailed, showing various textures and shading techniques to create depth and dimension. The person appears to be wearing a collared shirt. There are some faint sketches of lips and a nose in the background."
6be7b32871c74bb7b0a4a3bc7d7687c1.png,"oil painting, classicism, portraiture",31.401758193969727,3.5821123123168945,3.592832088470459,2.9703431129455566,3.2261557579040527,,3.4233193397521973,3.76104474067688,2.8956942558288574,3.499613046646118,3.116875410079956,,1,0,0,0,0,0,1,1,0,0,0,0,0,23.16,2.5733333333333333,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_16.jpg,"The image is a colorful, abstract drawing of a person. The person has curly black hair and is wearing a green top. The background is a plain brown color. The drawing style is loose and expressive, with visible brush strokes and a mix of colors."
fd3a0afd14b14c99b9b785bb905046a6.png,"traditional Chinese painting, freehand, portraiture",58.883066177368164,6.200754165649414,5.800930500030518,6.083097457885742,6.527554512023926,,6.38289213180542,5.793693542480469,5.541611671447754,6.358615875244141,6.214459419250488,,0,0,1,0,0,0,0,1,0,0,0,0,1,23.0,2.555555555555556,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_17.jpg,"The image is a traditional Chinese ink painting depicting a serene scene. It features a person in a small boat, dressed in a green robe, rowing gently on a calm body of water. The person is facing to the left, and their expression appears calm and contemplative. To the right of the person, there is a willow tree with long, drooping branches that extend over the water. The tree is rendered in black ink, with delicate brushstrokes that give it a graceful and flowing appearance. The background is mostly empty, with a light wash of color, emphasizing the simplicity and tranquility of the scene. The overall composition is balanced and harmonious, reflecting the traditional Chinese aesthetic of minimalism and natural beauty."
ae82c44b728e4140a4b05c997c7e2fa8.png,"traditional Chinese painting, meticulous, portraiture",40.76498031616211,5.099011421203613,4.958796501159668,4.221367835998535,4.161837100982666,,3.814265251159668,4.2528886795043945,3.4699134826660156,4.207479000091553,3.890737771987915,,0,0,0,0,1,0,0,1,0,0,0,0,1,20.67,2.296666666666667,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_18.jpg,"The image is a colorful drawing depicting a scene with two figures. One figure is a woman dressed in traditional, ornate clothing, holding a birdcage in her right hand. She is standing on the right side of the image. The other figure is a young boy dressed in traditional attire, sitting on the ground to the left of the woman. He is holding a small bird in his hands. The background features rocks, flowers, and a few birds. The overall scene has a serene and peaceful atmosphere."
4d26571f891a42d3bf381b3260099313.jpg,"sketching, classicism, portraiture",36.350345611572266,4.310237884521484,4.4633893966674805,4.1591477394104,3.894749164581299,,3.4915690422058105,5.272359848022461,3.0333824157714844,3.8010611534118652,3.3683197498321533,"The composition of the picture is full, the form is vivid, the expression of the character structure is incorrect, and the in-depth portrayal is insufficient.",1,0,0,0,0,0,0,1,0,1,0,0,0,19.43,2.158888888888889,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_19.jpg,"The image is a pencil sketch depicting a group of people engaged in various activities. There are five individuals in the scene, each with distinct expressions and actions.

1. On the left, a person is holding a bag and appears to be walking.
2. In the center, a person is bending down, holding the hand of a small child who is standing next to them.
3. To the right of the child, another person is standing and appears to be in a conversation or interaction with the person bending down.
4. On the far right, a person is reaching out towards the person bending down.
5. In the background, there are several boxes and a wall with some Chinese characters on it.

The characters in the image are:
- “小” (on the box)
- “小” (on the wall)
- “小” (on the box in the background)

The overall scene appears to be a busy, everyday moment, possibly in a market or a street setting."
ceb4f5efd17f43b38a787919f27e8661.png,"traditional Chinese painting, meticulous, portraiture",55.44887065887451,5.841583251953125,6.574903964996338,5.617372989654541,4.084006309509277,,3.6029610633850098,5.206313610076904,4.908465385437012,5.64047384262085,5.607336044311523,,0,0,0,0,1,0,0,1,0,0,0,0,1,19.17,2.1300000000000003,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_20.jpg,"The image is a framed artwork featuring a traditional Chinese painting. It depicts a person seated on a chair, dressed in flowing, traditional clothing. The person has long hair styled in an updo, adorned with a red accessory. The background is a circular, off-white canvas, and the painting style is reminiscent of classical Chinese art.

On the right side of the painting, there are Chinese characters written vertically. The characters are ""王母娘娘"" (Wang Ma Nu Nang), which translates to ""Queen Mother of the West."" There is also a red seal stamp near the characters, which is often used as a signature or mark of authenticity in traditional Chinese art."
1be2eb77c0d94f1384e4095eca27c4d3.jpg,"sketching, classicism, portraiture",51.24922752380371,5.149855613708496,5.739241600036621,5.656238555908203,4.5296311378479,,4.149816036224365,6.25826358795166,4.005176544189453,5.060129165649414,4.278088569641113,"The character design in the picture is vivid, the perspective is not very accurate, and the in-depth portrayal is not enough.",1,0,0,0,0,0,0,1,0,1,0,0,0,23.0,2.555555555555556,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_21.jpg,"The image is a pencil sketch of two people sitting at a small table in what appears to be a cozy café or restaurant. The person on the left is wearing a jacket and has a cigarette in hand, while the person on the right is dressed in a long-sleeve shirt and pants. There are two potted plants on the windowsill behind them, and a hat is placed on the table. The scene is simple and relaxed, with a focus on the interaction between the two individuals. In the bottom right corner, there is a signature and the number ""65"" in red."
01fd522e705b4d8997a710275435739d.jpg,"sketching, romanticism, portraiture",55.334205627441406,5.102787494659424,6.532593727111816,5.958421230316162,5.452955722808838,,4.171158790588379,6.252317905426025,4.87795877456665,5.229940891265869,4.8630170822143555,"The visuals are simple, sloppy, lacking creativity and evaluative value.",0,0,0,0,0,0,0,1,1,1,0,0,0,17.84,1.982222222222222,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_22.jpg,"This image is a pencil sketch of a person holding a cup with both hands. The person appears to be wearing a jacket, and the cup has a design on it. The sketch is detailed, showing the texture of the clothing and the cup."
c7ee7a6e10d54a139a7ecb4b5accbc8a.jpg,"sketching, symbolism, portraiture",52.42643356323242,5.271425247192383,5.725639343261719,4.960669040679932,5.4593000411987305,,4.302419185638428,5.274412155151367,4.592889785766602,5.204494953155518,4.006595134735107,,0,0,0,0,0,0,0,1,0,1,0,1,0,18.17,2.018888888888889,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_23.jpg,"This image is a pencil sketch of a person. The person is wearing a T-shirt and has a backpack on their shoulders. They are holding the straps of the backpack with both hands. The sketch includes details such as the person's hair, necklaces, and the design of the backpack. The image also contains a watermark in the bottom right corner that says ""@知乎日报""."
122dfb4cc5014403aee8801cfa1f5167.png,"traditional Chinese painting, meticulous, floral and avian",71.02347373962402,7.260746002197266,6.051952362060547,6.451341152191162,6.168845176696777,,6.41213846206665,6.681425094604492,6.618175029754639,6.925536632537842,6.352604389190674,,0,1,0,0,1,0,0,0,0,0,0,0,1,22.0,2.4444444444444446,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_24.jpg,"The image is a traditional Chinese painting featuring a bird perched on a branch. The bird has a blue head, a white body, and a colorful tail with red, yellow, and green hues. It is surrounded by blooming flowers, primarily pink blossoms with green leaves. There is also some Chinese calligraphy on the right side of the painting."
a3dfae66542d463fa50f50115a4b6c92.png,"traditional Chinese painting, meticulous, portraiture",57.06985950469971,6.147501468658447,5.495452880859375,5.655801773071289,4.680471420288086,,4.665942192077637,5.3695902824401855,4.8840742111206055,5.614776611328125,5.922733306884766,,0,0,0,0,1,0,0,1,0,0,0,0,1,21.29,2.3655555555555554,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_25.jpg,"The image depicts a traditional Chinese painting of a woman dressed in a green robe adorned with yellow flowers. She is holding a brush and appears to be writing or drawing on a long, horizontal scroll. The background is a simple, light beige color, and the woman is positioned centrally within a circular frame. There are Chinese characters written vertically on the left side of the image."
902961dde1d64703b23be0011d4e2575.jpg,"sketching, classicism, portraiture",56.68355464935303,4.845310688018799,5.987111568450928,5.791501998901367,6.15315055847168,,4.9449005126953125,6.237523555755615,5.030422210693359,5.759320259094238,4.281364440917969,,1,0,0,0,0,0,0,1,0,1,0,0,0,21.0,2.333333333333333,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_26.jpg,"The image is a pencil sketch of a person wearing a military-style jacket with epaulettes on the shoulders. The person is giving a thumbs-up gesture with both hands. Below the sketch, there is a signature that reads ""Tear Jumper"" and a small logo with the text ""知乎"" in the bottom right corner."
21888557f9894726a7326beca4d4b0ee.jpg,"sketching, symbolism, portraiture",52.893972396850586,5.766511917114258,5.118679046630859,5.499050617218018,5.18003511428833,,4.980885028839111,6.329977989196777,4.98385763168335,5.517073154449463,4.321141242980957,"The composition is complete, lacking a sense of character dynamics, with some stiff lines and insufficient scene depiction",0,0,0,0,0,0,0,1,0,1,0,1,0,22.5,2.5,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_27.jpg,"The image is a pencil sketch of two people sitting at a table. The person on the left is holding a piece of paper and appears to be reading or showing it to the person on the right. The person on the right is sitting with their hands on the table, facing the person on the left. The table is covered with a cloth, and both individuals are seated on simple chairs. The drawing is signed with the number ""60"" in red ink and the date ""二月二日"" (February 2nd) in red ink as well."
c9bbcf60e9bb4b10a03501c2fc934cf5.jpg,"sketching, classicism, portraiture",52.13759899139404,5.562509536743164,5.581178665161133,5.730530738830566,5.1202192306518555,,4.11017370223999,5.848323345184326,4.617987632751465,5.256381511688232,4.359214782714844,"The characterization is not detailed enough, the form is not accurate enough, and the expression of light and shadow is not sufficient",1,0,0,0,0,0,0,1,0,1,0,0,0,20.17,2.2411111111111115,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_28.jpg,"This image is a pencil sketch of a person's head and shoulders. The drawing is done in a realistic style, with detailed shading to create depth and texture. The person has short hair and is wearing a shirt with a collar. There is a red number ""3"" in the top right corner of the image."
54678c498ec845cf99d4e8fbd0d4d7fc.jpg,"traditional Chinese painting, meticulous, mountains and water",49.95037078857422,5.668636322021484,4.220548152923584,5.278628349304199,5.285841941833496,,4.630175590515137,4.347327709197998,4.111893653869629,5.148972988128662,4.820387840270996,"The composition is too simple and flat, the pen lacks variation, and the image description lacks details. The picture is very simple, and the pen also feels very beginner like. The shaping method is very immature.",0,0,0,0,1,1,0,0,0,0,0,0,1,25.99,2.887777777777778,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_29.jpg,"The image is a black and white sketch depicting a rural scene. It features several thatched-roof huts and fences, likely representing a traditional village or countryside setting. The huts are drawn with simple lines, and the fences are made of wooden posts and horizontal beams. The scene appears to be peaceful and rustic, with a focus on the simplicity and charm of rural life."
eb1c6bdc333a4a66b5a2a97483e30a9a.jpg,"sketching, romanticism, landscapes",35.72348117828369,4.5171284675598145,4.123884677886963,3.1141157150268555,3.6544790267944336,,4.145326137542725,4.673734664916992,3.0308423042297363,3.9649219512939453,3.3114733695983887,"The layout of the screen still needs to be optimized, with slightly stiff lines, insufficient contrast between light and shadow, simple detail handling, and overall effect that needs to be improved.",0,0,0,1,0,0,0,0,1,1,0,0,0,26.860000000000003,2.9844444444444447,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_30.jpg,"This image is a pencil sketch of a serene landscape. It features a body of water in the foreground, with gentle ripples on its surface. Surrounding the water are tall, steep mountains that rise majestically, creating a sense of depth and tranquility. The sky above is lightly shaded, with a few clouds adding to the peaceful atmosphere. The overall composition is calm and harmonious, capturing the beauty of nature."
48567cc4ab844f74b3f87fba2fcb9ece.jpg,"sketching, romanticism, portraiture",41.454129219055176,4.371199131011963,4.114352703094482,4.458587646484375,3.4364078044891357,,3.5223331451416016,4.0187811851501465,3.6417901515960693,4.119338035583496,3.6524384021759033,"Imitation requires the expression of an understanding subject, and if not understood, the image will lose its authenticity, reflecting only skills.",0,0,0,0,0,0,0,1,1,1,0,0,0,24.82,2.7577777777777777,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_31.jpg,"This image is a painting that features a stylized, abstract representation of a person's face. The face is composed of various geometric shapes and lines, with a mix of colors including green, blue, and orange. The background appears to be textured with brushstrokes, and there is some text in the upper left corner that reads ""Pablo Picasso."""
dc0c0354281d44fea453eae7a7dd7f56.png,"oil painting, symbolism, still life",34.083850383758545,4.360134601593018,4.431617736816406,3.9972357749938965,3.1654701232910156,,3.0960726737976074,3.6744956970214844,3.7527737617492676,3.9564719200134277,2.993478536605835,,0,0,0,0,0,0,1,0,0,0,1,1,0,24.72,2.7466666666666666,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_32.jpg,"The image shows a green snake with black spots on a blue background. The snake is depicted in a coiled position, with its head facing downward. The painting style is somewhat abstract, with visible brush strokes and a textured appearance."
f7f8552f1c7c40da83a6a6cc91a29b4d.png,"traditional Chinese painting, freehand, portraiture",61.833133697509766,6.5464558601379395,6.113132476806641,5.882474899291992,5.366950988769531,,5.474924564361572,5.392864227294922,5.618655204772949,5.939279079437256,4.854239463806152,,0,0,1,0,0,0,0,1,0,0,0,0,1,28.16,3.128888888888889,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_33.jpg,"The image is a watercolor painting of a person with short, curly black hair. The person is wearing a pink top and has a green bracelet on their left wrist. They are holding their chin with their right hand, and there is a green ring on their right hand. The background is a light, neutral color."
caa7d656134b4c6594260bcf55987bcf.jpg,"oil painting, romanticism, portraiture",38.65273952484131,4.695958137512207,4.664363861083984,4.148759841918945,3.27595853805542,,3.3786239624023438,4.138062953948975,3.73726224899292,4.602390289306641,3.6658132076263428,"The overall composition is complete, with good pen touch, poor color matching, and immature depiction techniques.",0,0,0,0,0,0,1,1,1,0,0,0,0,25.44,2.826666666666666,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_34.jpg,"This image is an abstract painting featuring a figure walking. The figure appears to be wearing a hat and a dress, and the colors used are predominantly blue, red, and yellow. The background is a light blue, and the figure's reflection is visible on what seems to be a reflective surface, possibly water. The painting style is loose and expressive, with visible brushstrokes and a somewhat impressionistic feel."
93ded386166643f594722cce74e383e2.png,"traditional Chinese painting, meticulous, floral and avian",52.66285419464111,5.825373649597168,5.590023040771484,4.835066318511963,4.961106300354004,,5.1230034828186035,5.4127726554870605,4.644316673278809,5.219150543212891,4.79045295715332,,0,1,0,0,1,0,0,0,0,0,0,0,1,26.660000000000004,2.9622222222222225,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_35.jpg,"The image is a watercolor painting featuring a lotus flower and a dragonfly. The lotus flower is in full bloom with white petals accented by pink edges. The flower is surrounded by large green leaves. A smaller, unopened lotus bud is also visible. A red dragonfly is perched on the upper left side of the painting, and there are Chinese characters written vertically on the left side of the image. The background is a soft, light green, giving the painting a serene and natural feel."
1a4deb444c20474b98e96fd225761ae2.jpg,"sketching, romanticism, still life",48.98903846740723,5.215191841125488,5.214453220367432,5.259398460388184,5.005712032318115,,4.2716064453125,4.771468639373779,4.351692199707031,4.951137065887451,4.650408744812012,,0,0,0,0,0,0,0,0,1,1,1,0,0,28.5,3.1666666666666665,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_big/img_big_36.jpg,"The image is a pencil sketch of a cactus scene. There are several cacti of varying sizes, with the largest one prominently displayed in the center. The cacti have distinct, ribbed textures and are drawn with a mix of fine and bold lines. The background is plain, and there are some triangular shapes on the ground, possibly representing rocks or other objects. In the top right corner, there is some text that reads ""2019年1月20日,"" which translates to ""January 20, 2019."""
