filename,Artistic Categories,Total aesthetic score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood,Language Comment,classicism,floral and avian,freehand,landscapes,meticulous,mountains and water,oil painting,portraiture,romanticism,sketching,still life,symbolism,traditional Chinese painting,Total Score,Avg Score,generated_filename,Description
72c477227b5d47d3a23e46f9f76ba0ee.jpg,"sketching, classicism, portraiture",51.53891563415527,4.631988525390625,5.704681396484375,5.632809638977051,5.347392559051514,,3.8748202323913574,6.626643180847168,4.160761833190918,5.051435947418213,4.0741286277771,"The character portrayal is somewhat rigid, and the expression of light and shadow on the face is disorganized, lacking detailed depiction and texture expression",1,0,0,0,0,0,0,1,0,1,0,0,0,22.83,2.536666666666666,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_10.jpg,"The image is a pencil sketch of a person's head and shoulders. The drawing appears to be a detailed representation of the person's features, including the hair, face, and neck. The person has short hair and is looking slightly to the right. The sketch is done in a realistic style, with shading and lines that give depth and dimension to the drawing."
79791841bdfb4bba835205b272ef915d.jpg,"oil painting, romanticism, portraiture",46.39176368713379,5.07454776763916,4.894647598266602,4.600600719451904,3.942434787750244,,3.7536938190460205,4.837202072143555,4.36033821105957,5.279500961303711,4.365268707275391,"The theme is unclear, the overall color scheme is melancholic, not sunny enough, and the portrayal techniques are immature.",0,0,0,0,0,0,1,1,1,0,0,0,0,22.71,2.523333333333333,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_11.jpg,"This image appears to be an abstract painting. It features a variety of colors and shapes, including a prominent use of blue, red, yellow, and green. The composition seems to depict a scene with a figure in the center, possibly a person, surrounded by other shapes and forms. The background includes a window or doorway, and there are various geometric shapes and lines that add to the complexity of the scene. The painting has a dynamic and somewhat chaotic feel to it, with bold brushstrokes and a mix of different textures."
6d72c38af004464d86b15e0fea83b74a.jpg,"sketching, classicism, portraiture",57.69452095031738,5.642309188842773,5.612431526184082,5.784317493438721,4.786270618438721,,4.458113193511963,5.446722507476807,4.9752702713012695,5.7131476402282715,4.262335300445557,"The composition is good and the perspective is accurate, but there is a lack of detailed depiction and light and shadow representation",1,0,0,0,0,0,0,1,0,1,0,0,0,21.83,2.4255555555555555,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_12.jpg,"This image is a pencil sketch of a person sitting on a chair. The person is wearing a long-sleeved shirt and pants, and they appear to be holding a book or a magazine in their hands. The sketch is detailed, showing the folds in the clothing and the texture of the chair. There is also a small table or stool next to the person, with a hat placed on it. The drawing is signed with the initials ""LB"" in red ink at the bottom right corner."
9c9513a88bf14a71ac049df00514e1d7.jpg,"traditional Chinese painting, freehand, mountains and water",55.01890182495117,5.868438720703125,5.1862287521362305,4.641680717468262,4.889022350311279,,5.323472499847412,5.195252418518066,4.858652114868164,5.743147373199463,4.330680847167969,,0,0,1,0,0,1,0,0,0,0,0,0,1,21.49,2.387777777777778,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_13.jpg,"This image is a traditional Chinese ink and watercolor painting. It depicts a serene landscape with mountains, trees, and a small house. The top part of the painting shows a mountain range with a few trees scattered around. The bottom part features a small house with a tree that has pink blossoms, likely a cherry blossom tree, and other trees with green foliage. The painting has a peaceful and natural feel, with soft brush strokes and a harmonious color palette. There are also some Chinese characters written on the left side of the painting."
fc47b1c5cac04884aab2bf1d099566bf.jpg,"sketching, classicism, portraiture",57.53082275390625,5.573386192321777,5.31777286529541,5.7500224113464355,5.871348857879639,,4.88459587097168,6.443175315856934,5.019176006317139,5.576658725738525,4.031831741333008,"The portrayal of characters in the screen is complete, with inaccurate facial features, lack of light and shadow depiction, and insufficient details.",1,0,0,0,0,0,0,1,0,1,0,0,0,19.34,2.148888888888889,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_14.jpg,"This image is a pencil sketch of a person's head and shoulders. The drawing appears to be a portrait, with detailed shading and hatching techniques used to create depth and texture. The person is wearing a hat, and the clothing is also detailed with various lines and patterns. The sketch is done on a white sheet of paper."
57ae67ce016c4838a83200ff812630a3.jpg,"sketching, romanticism, portraiture",58.8999080657959,5.738687992095947,5.6752729415893555,5.923745155334473,5.91949987411499,,4.6463303565979,6.773406982421875,4.815864086151123,5.901285171508789,4.412996292114258,"A regular avatar without any creative elements. The depiction and depth are relatively simple, and the ears are not painted, which is very incomplete.",0,0,0,0,0,0,0,1,1,1,0,0,0,21.18,2.353333333333333,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_15.jpg,"This image is a pencil sketch of a person's head and shoulders. The drawing is detailed, showing various textures and shading techniques to create depth and dimension. The person appears to be wearing a collared shirt. There are some faint sketches of lips and a nose in the background."
6be7b32871c74bb7b0a4a3bc7d7687c1.png,"oil painting, classicism, portraiture",39.79569911956787,5.263411521911621,4.714610576629639,4.102278709411621,3.6609535217285156,,3.9573240280151367,4.544779300689697,3.4488468170166016,4.327303409576416,3.626140594482422,,1,0,0,0,0,0,1,1,0,0,0,0,0,23.16,2.5733333333333333,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_16.jpg,"The image is a colorful, abstract drawing of a person. The person has curly black hair and is wearing a green top. The background is a plain brown color. The drawing style is loose and expressive, with visible brush strokes and a mix of colors."
fd3a0afd14b14c99b9b785bb905046a6.png,"traditional Chinese painting, freehand, portraiture",63.738083839416504,6.788729667663574,5.538170337677002,6.474525451660156,6.660920143127441,,6.399806499481201,6.29152774810791,6.326828956604004,6.826613903045654,6.591761589050293,,0,0,1,0,0,0,0,1,0,0,0,0,1,23.0,2.555555555555556,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_17.jpg,"The image is a traditional Chinese ink painting depicting a serene scene. It features a person in a small boat, dressed in a green robe, rowing gently on a calm body of water. The person is facing to the left, and their expression appears calm and contemplative. To the right of the person, there is a willow tree with long, drooping branches that extend over the water. The tree is rendered in black ink, with delicate brushstrokes that give it a graceful and flowing appearance. The background is mostly empty, with a light wash of color, emphasizing the simplicity and tranquility of the scene. The overall composition is balanced and harmonious, reflecting the traditional Chinese aesthetic of minimalism and natural beauty."
ae82c44b728e4140a4b05c997c7e2fa8.png,"traditional Chinese painting, meticulous, portraiture",45.41372776031494,5.398689270019531,5.144041061401367,4.795222282409668,4.028988361358643,,3.773041248321533,4.322110176086426,3.759814739227295,4.913774013519287,4.645671844482422,,0,0,0,0,1,0,0,1,0,0,0,0,1,20.67,2.296666666666667,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_18.jpg,"The image is a colorful drawing depicting a scene with two figures. One figure is a woman dressed in traditional, ornate clothing, holding a birdcage in her right hand. She is standing on the right side of the image. The other figure is a young boy dressed in traditional attire, sitting on the ground to the left of the woman. He is holding a small bird in his hands. The background features rocks, flowers, and a few birds. The overall scene has a serene and peaceful atmosphere."
4d26571f891a42d3bf381b3260099313.jpg,"sketching, classicism, portraiture",42.427000999450684,4.73655891418457,4.733822822570801,4.246976852416992,4.815903663635254,,4.251030445098877,5.141984939575195,3.6162848472595215,4.327832221984863,4.043891906738281,"The composition of the picture is full, the form is vivid, the expression of the character structure is incorrect, and the in-depth portrayal is insufficient.",1,0,0,0,0,0,0,1,0,1,0,0,0,19.43,2.158888888888889,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_19.jpg,"The image is a pencil sketch depicting a group of people engaged in various activities. There are five individuals in the scene, each with distinct expressions and actions.

1. On the left, a person is holding a bag and appears to be walking.
2. In the center, a person is bending down, holding the hand of a small child who is standing next to them.
3. To the right of the child, another person is standing and appears to be in a conversation or interaction with the person bending down.
4. On the far right, a person is reaching out towards the person bending down.
5. In the background, there are several boxes and a wall with some Chinese characters on it.

The characters in the image are:
- “小” (on the box)
- “小” (on the wall)
- “小” (on the box in the background)

The overall scene appears to be a busy, everyday moment, possibly in a market or a street setting."
ceb4f5efd17f43b38a787919f27e8661.png,"traditional Chinese painting, meticulous, portraiture",62.003798484802246,6.023233413696289,6.404850959777832,5.928106307983398,4.902807235717773,,4.715421199798584,5.565917015075684,5.416045665740967,5.662851810455322,6.306501388549805,,0,0,0,0,1,0,0,1,0,0,0,0,1,19.17,2.1300000000000003,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_20.jpg,"The image is a framed artwork featuring a traditional Chinese painting. It depicts a person seated on a chair, dressed in flowing, traditional clothing. The person has long hair styled in an updo, adorned with a red accessory. The background is a circular, off-white canvas, and the painting style is reminiscent of classical Chinese art.

On the right side of the painting, there are Chinese characters written vertically. The characters are ""王母娘娘"" (Wang Ma Nu Nang), which translates to ""Queen Mother of the West."" There is also a red seal stamp near the characters, which is often used as a signature or mark of authenticity in traditional Chinese art."
1be2eb77c0d94f1384e4095eca27c4d3.jpg,"sketching, classicism, portraiture",46.05928421020508,4.707985877990723,5.550357818603516,4.447503566741943,4.374391555786133,,3.8395907878875732,5.89655876159668,3.6548995971679688,4.729529857635498,3.6903812885284424,"The character design in the picture is vivid, the perspective is not very accurate, and the in-depth portrayal is not enough.",1,0,0,0,0,0,0,1,0,1,0,0,0,23.0,2.555555555555556,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_21.jpg,"The image is a pencil sketch of two people sitting at a small table in what appears to be a cozy café or restaurant. The person on the left is wearing a jacket and has a cigarette in hand, while the person on the right is dressed in a long-sleeve shirt and pants. There are two potted plants on the windowsill behind them, and a hat is placed on the table. The scene is simple and relaxed, with a focus on the interaction between the two individuals. In the bottom right corner, there is a signature and the number ""65"" in red."
01fd522e705b4d8997a710275435739d.jpg,"sketching, romanticism, portraiture",39.66498613357544,4.454592704772949,4.925187110900879,3.9173712730407715,4.886547088623047,,3.7164597511291504,5.311271667480469,3.220501184463501,4.17596435546875,3.6965503692626953,"The visuals are simple, sloppy, lacking creativity and evaluative value.",0,0,0,0,0,0,0,1,1,1,0,0,0,17.84,1.982222222222222,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_22.jpg,"This image is a pencil sketch of a person holding a cup with both hands. The person appears to be wearing a jacket, and the cup has a design on it. The sketch is detailed, showing the texture of the clothing and the cup."
c7ee7a6e10d54a139a7ecb4b5accbc8a.jpg,"sketching, symbolism, portraiture",52.41890907287598,4.955802917480469,5.931635856628418,5.1429290771484375,5.35138463973999,,4.319789886474609,5.888557434082031,4.411808967590332,4.928680896759033,3.915022134780884,,0,0,0,0,0,0,0,1,0,1,0,1,0,18.17,2.018888888888889,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_23.jpg,"This image is a pencil sketch of a person. The person is wearing a T-shirt and has a backpack on their shoulders. They are holding the straps of the backpack with both hands. The sketch includes details such as the person's hair, necklaces, and the design of the backpack. The image also contains a watermark in the bottom right corner that says ""@知乎日报""."
122dfb4cc5014403aee8801cfa1f5167.png,"traditional Chinese painting, meticulous, floral and avian",52.58258819580078,6.16372013092041,5.597363471984863,5.428550720214844,5.759200096130371,,5.59094762802124,5.439476013183594,4.764537334442139,5.845065593719482,5.413862228393555,,0,1,0,0,1,0,0,0,0,0,0,0,1,22.0,2.4444444444444446,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_24.jpg,"The image is a traditional Chinese painting featuring a bird perched on a branch. The bird has a blue head, a white body, and a colorful tail with red, yellow, and green hues. It is surrounded by blooming flowers, primarily pink blossoms with green leaves. There is also some Chinese calligraphy on the right side of the painting."
a3dfae66542d463fa50f50115a4b6c92.png,"traditional Chinese painting, meticulous, portraiture",65.07584571838379,6.350568771362305,6.002114772796631,6.285988807678223,5.557164192199707,,5.654211521148682,6.385814189910889,5.933509826660156,6.088877201080322,6.087512016296387,,0,0,0,0,1,0,0,1,0,0,0,0,1,21.29,2.3655555555555554,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_25.jpg,"The image depicts a traditional Chinese painting of a woman dressed in a green robe adorned with yellow flowers. She is holding a brush and appears to be writing or drawing on a long, horizontal scroll. The background is a simple, light beige color, and the woman is positioned centrally within a circular frame. There are Chinese characters written vertically on the left side of the image."
902961dde1d64703b23be0011d4e2575.jpg,"sketching, classicism, portraiture",36.5714430809021,4.443591594696045,5.143301963806152,3.9382779598236084,4.502009868621826,,3.9448721408843994,3.398165464401245,3.1520960330963135,3.642322063446045,4.24470853805542,,1,0,0,0,0,0,0,1,0,1,0,0,0,21.0,2.333333333333333,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_26.jpg,"The image is a pencil sketch of a person wearing a military-style jacket with epaulettes on the shoulders. The person is giving a thumbs-up gesture with both hands. Below the sketch, there is a signature that reads ""Tear Jumper"" and a small logo with the text ""知乎"" in the bottom right corner."
21888557f9894726a7326beca4d4b0ee.jpg,"sketching, symbolism, portraiture",47.256293296813965,5.494631767272949,5.415197372436523,4.997568130493164,4.380060195922852,,3.7943053245544434,4.984322547912598,3.7402219772338867,4.48924446105957,3.843703508377075,"The composition is complete, lacking a sense of character dynamics, with some stiff lines and insufficient scene depiction",0,0,0,0,0,0,0,1,0,1,0,1,0,22.5,2.5,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_27.jpg,"The image is a pencil sketch of two people sitting at a table. The person on the left is holding a piece of paper and appears to be reading or showing it to the person on the right. The person on the right is sitting with their hands on the table, facing the person on the left. The table is covered with a cloth, and both individuals are seated on simple chairs. The drawing is signed with the number ""60"" in red ink and the date ""二月二日"" (February 2nd) in red ink as well."
c9bbcf60e9bb4b10a03501c2fc934cf5.jpg,"sketching, classicism, portraiture",48.517470359802246,5.502749919891357,4.81200647354126,4.87968111038208,5.476607322692871,,4.490755558013916,6.1059417724609375,4.3282952308654785,5.087404727935791,4.0358381271362305,"The characterization is not detailed enough, the form is not accurate enough, and the expression of light and shadow is not sufficient",1,0,0,0,0,0,0,1,0,1,0,0,0,20.17,2.2411111111111115,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_28.jpg,"This image is a pencil sketch of a person's head and shoulders. The drawing is done in a realistic style, with detailed shading to create depth and texture. The person has short hair and is wearing a shirt with a collar. There is a red number ""3"" in the top right corner of the image."
54678c498ec845cf99d4e8fbd0d4d7fc.jpg,"traditional Chinese painting, meticulous, mountains and water",43.04806709289551,4.871988296508789,4.24709415435791,4.088407516479492,4.971428871154785,,4.320920467376709,5.143909454345703,3.535388469696045,4.641153812408447,4.538909912109375,"The composition is too simple and flat, the pen lacks variation, and the image description lacks details. The picture is very simple, and the pen also feels very beginner like. The shaping method is very immature.",0,0,0,0,1,1,0,0,0,0,0,0,1,25.99,2.887777777777778,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_29.jpg,"The image is a black and white sketch depicting a rural scene. It features several thatched-roof huts and fences, likely representing a traditional village or countryside setting. The huts are drawn with simple lines, and the fences are made of wooden posts and horizontal beams. The scene appears to be peaceful and rustic, with a focus on the simplicity and charm of rural life."
eb1c6bdc333a4a66b5a2a97483e30a9a.jpg,"sketching, romanticism, landscapes",40.258378982543945,4.643133163452148,4.103947639465332,4.496960639953613,4.2122907638549805,,4.233874797821045,5.424005031585693,3.381164073944092,4.123682022094727,4.315561294555664,"The layout of the screen still needs to be optimized, with slightly stiff lines, insufficient contrast between light and shadow, simple detail handling, and overall effect that needs to be improved.",0,0,0,1,0,0,0,0,1,1,0,0,0,26.860000000000003,2.9844444444444447,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_30.jpg,"This image is a pencil sketch of a serene landscape. It features a body of water in the foreground, with gentle ripples on its surface. Surrounding the water are tall, steep mountains that rise majestically, creating a sense of depth and tranquility. The sky above is lightly shaded, with a few clouds adding to the peaceful atmosphere. The overall composition is calm and harmonious, capturing the beauty of nature."
48567cc4ab844f74b3f87fba2fcb9ece.jpg,"sketching, romanticism, portraiture",45.7195520401001,5.339410781860352,4.502933502197266,4.687460899353027,3.7163689136505127,,3.5356078147888184,4.454891204833984,3.812516212463379,4.627236366271973,3.9745776653289795,"Imitation requires the expression of an understanding subject, and if not understood, the image will lose its authenticity, reflecting only skills.",0,0,0,0,0,0,0,1,1,1,0,0,0,24.82,2.7577777777777777,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_31.jpg,"This image is a painting that features a stylized, abstract representation of a person's face. The face is composed of various geometric shapes and lines, with a mix of colors including green, blue, and orange. The background appears to be textured with brushstrokes, and there is some text in the upper left corner that reads ""Pablo Picasso."""
dc0c0354281d44fea453eae7a7dd7f56.png,"oil painting, symbolism, still life",36.77419424057007,4.086937427520752,4.01850700378418,3.819952964782715,3.34210205078125,,3.4185004234313965,3.4790825843811035,3.79245662689209,3.8259215354919434,3.583648443222046,,0,0,0,0,0,0,1,0,0,0,1,1,0,24.72,2.7466666666666666,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_32.jpg,"The image shows a green snake with black spots on a blue background. The snake is depicted in a coiled position, with its head facing downward. The painting style is somewhat abstract, with visible brush strokes and a textured appearance."
f7f8552f1c7c40da83a6a6cc91a29b4d.png,"traditional Chinese painting, freehand, portraiture",42.76121139526367,5.874570846557617,5.072948455810547,4.349140644073486,3.897787094116211,,3.9771652221679688,4.46837854385376,3.8177804946899414,4.41719388961792,4.051580429077148,,0,0,1,0,0,0,0,1,0,0,0,0,1,28.16,3.128888888888889,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_33.jpg,"The image is a watercolor painting of a person with short, curly black hair. The person is wearing a pink top and has a green bracelet on their left wrist. They are holding their chin with their right hand, and there is a green ring on their right hand. The background is a light, neutral color."
caa7d656134b4c6594260bcf55987bcf.jpg,"oil painting, romanticism, portraiture",37.23945140838623,4.760310173034668,4.723575115203857,3.8188955783843994,4.0662007331848145,,4.211626052856445,4.763041019439697,3.81748366355896,4.542498588562012,3.6807758808135986,"The overall composition is complete, with good pen touch, poor color matching, and immature depiction techniques.",0,0,0,0,0,0,1,1,1,0,0,0,0,25.44,2.826666666666666,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_34.jpg,"This image is an abstract painting featuring a figure walking. The figure appears to be wearing a hat and a dress, and the colors used are predominantly blue, red, and yellow. The background is a light blue, and the figure's reflection is visible on what seems to be a reflective surface, possibly water. The painting style is loose and expressive, with visible brushstrokes and a somewhat impressionistic feel."
93ded386166643f594722cce74e383e2.png,"traditional Chinese painting, meticulous, floral and avian",50.89921951293945,5.805732727050781,5.530070781707764,4.665223598480225,4.753699779510498,,4.900712490081787,5.391984939575195,4.885117530822754,5.372547149658203,5.06667423248291,,0,1,0,0,1,0,0,0,0,0,0,0,1,26.660000000000004,2.9622222222222225,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_35.jpg,"The image is a watercolor painting featuring a lotus flower and a dragonfly. The lotus flower is in full bloom with white petals accented by pink edges. The flower is surrounded by large green leaves. A smaller, unopened lotus bud is also visible. A red dragonfly is perched on the upper left side of the painting, and there are Chinese characters written vertically on the left side of the image. The background is a soft, light green, giving the painting a serene and natural feel."
1a4deb444c20474b98e96fd225761ae2.jpg,"sketching, romanticism, still life",45.88679313659668,4.668731689453125,5.2084245681762695,4.840534687042236,4.1159892082214355,,3.5436201095581055,5.536642074584961,3.6666269302368164,4.479395389556885,3.7058868408203125,,0,0,0,0,0,0,0,0,1,1,1,0,0,28.5,3.1666666666666665,/home_cerberus/disk3/larissa.gomide/oficial/generated_oficial_small/img_small_36.jpg,"The image is a pencil sketch of a cactus scene. There are several cacti of varying sizes, with the largest one prominently displayed in the center. The cacti have distinct, ribbed textures and are drawn with a mix of fine and bold lines. The background is plain, and there are some triangular shapes on the ground, possibly representing rocks or other objects. In the top right corner, there is some text that reads ""2019年1月20日,"" which translates to ""January 20, 2019."""
